,ID,Color,Amplitude
10967,2445733,z,3.4345
10968,2445746,z,1.553
10969,2445762,z,1.6135
10970,2445962,z,1.1325
10971,244598,z,1.919
10972,2446038,z,3.31
10973,2446043,z,2.25
10974,2446148,z,0.7485
10975,2446300,z,1.532
10976,2446353,r,0.554
10977,2446453,z,2.52
10978,2446513,z,3.2015
10979,2446629,z,0.998
10980,2446877,z,1.951
10981,244689,z,0.7345
10982,2446915,i,1.121
10983,2446985,z,1.342
10984,2447031,z,2.4935
10985,2447034,z,2.875
10986,2447117,z,4.721
10987,2447132,z,3.5915
10988,2447330,z,1.5515
10989,2447378,z,2.7685
10990,2447379,z,2.2055
10991,2447511,z,0.998
10992,2447561,z,0.865
10993,2447699,z,2.5225
10994,2447765,z,3.054
10995,2447848,z,2.0715
10996,2447856,i,1.365
10997,244803,z,1.117
10998,2448134,z,2.054
10999,2448389,z,2.082
11000,2448567,z,1.3055
11001,2448578,z,1.873
11002,2448698,z,1.9625
11003,2448723,r,0.599
11004,2448791,z,1.888
11005,2448805,z,3.276
11006,2449124,z,2.927
11007,2449173,z,2.849
11008,2449237,z,2.997
11009,2449361,z,1.147
11010,2449474,z,3.083
11011,2449665,z,2.2925
11012,2449774,z,2.1285
11013,244987,i,0.6085
11014,2449968,z,1.5265
11015,245000,z,0.9405
11016,2450129,z,1.345
11017,2450235,z,3.102
11018,2450296,z,3.103
11019,2450345,z,0.99
11020,2450355,z,1.252
11021,2450414,r,1.217
11022,2450435,z,1.758
11023,2450621,z,2.6695
11024,2450704,z,1.0755
11025,2450709,z,0.9025
11026,2450815,r,1.255
11027,2450958,z,2.254
11028,2450969,z,2.9955
11029,2451446,z,0.5
11030,2451784,r,0.415
11031,2451867,z,2.42
11032,245192,z,0.49
11033,2451990,z,1.6795
11034,245202,z,2.558
11035,2452070,z,1.0395
11036,2452100,z,1.491
11037,2452132,z,2.416
11038,2452203,z,1.299
11039,2452265,z,3.1615
11040,2452284,z,2.2985
11041,2452372,z,1.613
11042,2452393,i,1.4785
11043,2452453,z,2.7325
11044,2452457,z,2.4815
11045,2452582,z,3.1665
11046,2452643,i,1.011
11047,2452719,z,3.016
11048,2452774,z,3.067
11049,2452848,z,1.401
11050,2453006,z,0.6485
11051,245302,z,2.4035
11052,2453134,z,2.468
11053,2453156,z,1.0055
11054,2453179,z,2.2335
11055,2453255,i,0.5645
11056,2453307,z,0.7815
11057,2453384,z,3.6455
11058,2453504,z,1.445
11059,2453550,z,2.535
11060,2453761,z,1.6695
11061,2453799,z,3.3265
11062,2454133,z,2.0325
11063,2454252,z,2.262
11064,2454285,z,1.1315
11065,2454354,z,3.3785
11066,2454416,z,3.019
11067,2454417,z,2.953
11068,245474,z,2.4015
11069,2454749,i,0.767
11070,2454819,z,2.919
11071,2455564,z,2.0385
11072,2455724,z,1.5675
11073,2455946,z,5.1715
11074,2456139,z,1.5075
11075,2456280,z,1.784
11076,245637,z,0.775
11077,2456377,z,1.2825
11078,2456783,i,1.209
11079,2456878,z,1.2865
11080,2456889,z,2.3535
11081,2457017,z,0.5835
11082,2457039,z,1.0835
11083,2457077,z,1.3535
11084,2457282,i,1.154
11085,2457539,z,2.632
11086,2457635,z,1.6965
11087,2457735,z,4.437
11088,2457903,z,2.9015
11089,2457905,z,0.813
11090,2457983,z,2.434
11091,2458106,z,1.2095
11092,2458122,z,1.2035
11093,2458140,z,2.519
11094,2458346,z,1.509
11095,2458460,z,3.571
11096,2458480,z,1.968
11097,245870,z,0.736
11098,2458715,z,1.605
11099,2458947,z,1.926
11100,2459030,z,2.7455
11101,2459259,z,3.116
11102,2459430,z,0.4955
11103,2459437,z,0.9015
11104,2459481,i,1.787
11105,2459534,z,1.3175
11106,2459662,z,1.2255
11107,2459752,z,4.102
11108,2459772,z,3.4105
11109,2459891,i,0.681
11110,2460048,z,3.259
11111,2460078,z,1.789
11112,2460151,z,2.0445
11113,2460203,z,0.7295
11114,2460389,z,2.773
11115,2460432,i,0.4045
11116,2460603,z,1.2715
11117,246074,z,2.073
11118,2460809,z,3.5125
11119,2460825,z,3.192
11120,2460905,z,2.233
11121,2461064,i,1.5555
11122,2461068,z,1.4855
11123,2461157,z,0.435
11124,2461294,i,1.0855
11125,2461444,z,1.65
11126,246146,z,3.52
11127,2461501,z,1.34
11128,2461534,z,1.417
11129,2461690,z,1.2305
11130,2461720,z,1.482
11131,2461789,z,1.0265
11132,2461841,z,1.465
11133,2462113,z,1.1035
11134,2462501,z,3.2595
11135,2462519,z,1.1195
11136,2462600,z,1.5135
11137,2462692,z,2.89
11138,2463027,z,1.5105
11139,2463148,z,3.3945
11140,2463205,z,2.717
11141,2463239,z,3.362
11142,2463253,z,1.3145
11143,2463402,i,2.3295
11144,2463454,z,1.7345
11145,246356,z,3.6345
11146,2463628,z,1.907
11147,2463851,z,1.8255
11148,2463885,z,2.473
11149,2463903,z,2.5265
11150,2464128,i,0.9105
11151,2464150,z,3.723
11152,2464194,r,0.4555
11153,2464413,g,0.779
11154,2464449,z,0.3825
11155,24646,z,0.3255
11156,2464910,z,1.261
11157,2464915,z,2.056
11158,2465275,z,1.2485
11159,2465383,z,3.13
11160,2465725,z,2.2585
11161,2465885,z,2.3855
11162,2465940,z,1.842
11163,2465959,z,1.523
11164,2466055,z,1.581
11165,246606,z,2.2705
11166,2466113,z,2.2665
11167,2466197,z,2.533
11168,2466257,z,1.901
11169,2466267,z,2.048
11170,2466506,z,2.0375
11171,246651,r,0.86
11172,2466808,z,2.4495
11173,2467084,z,2.149
11174,2467373,z,0.512
11175,2467470,z,1.3685
11176,2467475,z,0.7485
11177,2467548,z,2.913
11178,2467864,z,1.276
11179,2467906,z,1.9005
11180,2468003,z,1.904
11181,2468022,z,3.2035
11182,2468266,g,0.8585
11183,2468378,z,2.779
11184,2468422,i,1.4725
11185,2468427,z,0.7045
11186,246849,z,0.849
11187,2468556,z,3.4845
11188,2468604,z,2.74
11189,2468622,z,2.4785
11190,2468678,z,2.8305
11191,2468793,z,2.571
11192,2468884,i,1.9655
11193,2468922,z,0.875
11194,2469063,z,1.1935
11195,2469101,z,1.0595
11196,2469384,z,2.404
11197,2469440,z,4.21
11198,2469683,z,2.9235
11199,2469741,z,1.18
11200,2469768,z,2.102
11201,2470078,i,0.606
11202,2470244,z,1.6315
11203,2470358,z,1.0855
11204,2470416,z,2.07
11205,2470472,i,1.535
11206,2470536,z,1.0765
11207,2470652,z,2.363
11208,2470773,z,3.269
11209,2470800,z,3.943
11210,2470979,z,3.176
11211,2471028,z,2.3785
11212,2471241,z,2.179
11213,2471497,r,1.655
11214,2471654,z,3.1595
11215,2471748,z,2.226
11216,2471768,z,1.0775
11217,2471840,i,1.252
11218,2471886,z,0.689
11219,2471896,i,0.8575
11220,2472011,z,1.003
11221,2472081,z,1.1465
11222,2472187,z,1.4935
11223,247220,z,3.5535
11224,2472432,z,2.9035
11225,2472571,z,3.1905
11226,2472720,z,3.0055
11227,2472766,z,3.073
11228,2472806,z,2.29
11229,2472939,z,1.3665
11230,2472942,z,2.786
11231,2472973,z,5.5185
11232,2472996,z,1.7685
11233,2473141,z,2.004
11234,2473190,z,2.897
11235,2473244,z,1.2375
11236,2473321,z,1.0725
11237,2473418,z,3.3115
11238,2473447,z,4.36
11239,2473653,z,0.7925
11240,2473677,z,0.62
11241,2473770,z,1.5735
11242,2473809,g,2.243
11243,2473812,z,0.644
11244,2473988,i,1.2235
11245,2474017,z,0.568
11246,2474106,z,1.2865
11247,2474217,z,0.5685
11248,2474295,z,3.6305
11249,2474612,z,1.064
11250,2474924,z,0.5715
11251,2474941,z,0.7895
11252,2474960,z,2.572
11253,2474975,z,0.9645
11254,2475026,z,3.109
11255,2475121,z,0.6195
11256,2475481,z,0.6935
11257,2475517,z,0.763
11258,2475531,z,1.237
11259,2475981,z,2.683
11260,2476069,z,0.9075
11261,2476138,z,1.084
11262,2476193,z,2.7665
11263,2476785,i,2.344
11264,2477041,z,1.424
11265,2477200,z,0.992
11266,2477355,i,0.7395
11267,2477633,r,1.0425
11268,2477635,i,0.526
11269,2477669,z,4.351
11270,2477748,z,1.041
11271,2478255,i,0.7945
11272,247828,r,0.9165
11273,2478366,r,3.1645
11274,2478552,z,1.7055
11275,2478562,z,0.514
11276,2478725,z,3.2275
11277,2478876,z,3.2775
11278,247892,z,1.455
11279,2479049,z,0.7255
11280,2479074,z,0.9125
11281,2479077,i,2.254
11282,247919,z,2.745
11283,2479276,z,3.419
11284,2479332,z,0.878
11285,2479394,z,1.9465
11286,247946,z,0.544
11287,2480404,i,1.4965
11288,2480666,z,3.267
11289,2481007,z,3.5125
11290,2481079,z,0.5775
11291,2481227,i,0.942
11292,2481448,z,0.682
11293,2481637,z,4.0425
11294,2481655,z,2.35
11295,2481701,z,1.127
11296,2481720,z,1.0725
11297,2481982,z,3.727
11298,2482014,z,2.7835
11299,2482104,z,0.472
11300,2482296,z,0.8945
11301,2482708,z,1.2545
11302,2482719,z,1.3115
11303,248292,z,0.5285
11304,2483342,z,2.468
11305,2483363,i,0.7205
11306,2483438,r,0.5895
11307,2483594,z,2.995
11308,2483643,z,0.63
11309,2483775,z,0.6315
11310,2483789,z,0.699
11311,2483821,u,1.444
11312,2483827,i,1.228
11313,248403,z,0.4735
11314,2484122,z,1.409
11315,2484440,z,2.6285
11316,2484528,z,2.645
11317,2484546,z,3.9955
11318,2484587,i,0.508
11319,2484588,z,2.805
11320,2484608,z,0.8345
11321,2484739,z,1.0535
11322,2484784,z,3.195
11323,2484948,z,0.8655
11324,2485254,z,3.4675
11325,2485314,z,3.297
11326,2485486,z,0.917
11327,2485557,z,3.402
11328,2485575,z,4.06
11329,2485578,z,0.566
11330,2485666,z,3.344
11331,2485691,z,1.2185
11332,2485925,z,0.81
11333,2486059,z,4.019
11334,2486116,z,1.746
11335,2486399,z,3.7435
11336,2486870,z,2.463
11337,2487208,z,1.651
11338,2487226,r,1.7
11339,2487868,z,0.4525
11340,2487981,z,3.048
11341,2488522,z,2.6945
11342,2488726,z,0.501
11343,2488976,z,0.9525
11344,2489048,r,0.443
11345,2489292,z,0.9615
11346,2489569,z,3.6125
11347,2489570,z,0.5245
11348,2489577,z,0.8995
11349,2489806,z,3.1975
11350,2490331,z,0.661
11351,2490380,z,1.651
11352,2490415,z,0.774
11353,2490510,z,0.6895
11354,2490551,z,0.737
11355,2490594,z,0.5705
11356,2490643,z,0.7425
11357,2490644,z,1.0755
11358,2490675,z,4.4895
11359,249076,z,0.454
11360,2491219,z,0.4675
11361,2491276,r,0.579
11362,2491372,z,1.0195
11363,2491485,z,0.9285
11364,2491654,z,0.7355
11365,249182,z,1.5265
11366,2491958,r,0.6
11367,2492068,z,1.297
11368,249227,z,0.7
11369,2492521,i,0.882
11370,2492819,z,0.9975
11371,2493755,z,0.4835
11372,2493762,z,3.039
11373,2493793,z,0.593
11374,249411,z,0.888
11375,2494127,z,5.2185
11376,2494157,z,0.691
11377,2494344,z,1.445
11378,2494361,r,0.5715
11379,2494474,z,0.7265
11380,249450,z,2.333
11381,2494563,z,1.8265
11382,2495005,z,0.812
11383,2495465,z,0.7905
11384,2495705,z,3.2675
11385,2495800,z,0.451
11386,2495974,z,3.5645
11387,249613,z,1.3575
11388,2496182,u,0.998
11389,2496400,z,1.2315
11390,2496563,z,0.8065
11391,2496583,z,0.9605
11392,2496628,z,3.523
11393,2496729,z,1.564
11394,2497082,z,2.918
11395,2497212,z,0.4525
11396,2497288,r,0.5505
11397,2497360,z,2.965
11398,249764,z,1.472
11399,2497640,z,0.674
11400,2497648,r,0.5505
11401,249775,i,0.559
11402,249798,i,1.6075
11403,2498058,z,1.3965
11404,249808,z,1.1885
11405,2498197,z,0.7215
11406,2498220,z,1.2415
11407,249833,i,0.758
11408,2498407,z,1.0545
11409,2498458,g,1.378
11410,2498605,z,0.906
11411,249900,z,3.062
11412,2499447,z,0.655
11413,2499664,i,1.88
11414,2499707,z,0.5855
11415,2500167,z,1.5165
11416,2500663,i,1.6235
11417,2500858,z,3.399
11418,2500900,z,0.8335
11419,2501368,z,3.1195
11420,2501675,z,3.185
11421,2501727,z,1.0515
11422,2501848,z,4.187
11423,2502257,z,1.485
11424,2502465,i,0.6815
11425,2502675,z,0.71
11426,2502813,z,3.6285
11427,2503165,z,3.754
11428,2503237,z,2.9
11429,2503658,z,1.0815
11430,2503955,z,0.5195
11431,2504190,z,3.3345
11432,250421,g,2.0725
11433,2504611,z,4.3985
11434,2504802,z,3.5475
11435,250482,i,0.6935
11436,2505564,z,0.8125
11437,2505602,z,3.9235
11438,2505637,z,0.6215
11439,2505672,z,0.8505
11440,2505759,z,3.228
11441,250576,i,1.1145
11442,2506011,g,0.407
11443,2506078,z,0.9475
11444,2506087,z,2.577
11445,2506378,z,1.291
11446,2506967,z,3.281
11447,25070,z,0.631
11448,2507023,z,1.0605
11449,2507378,z,2.5005
11450,250750,r,0.4365
11451,2507526,i,0.5285
11452,2507583,z,1.0145
11453,2507736,z,2.7015
11454,2508159,i,0.646
11455,2508276,z,4.6535
11456,2508347,z,1.0315
11457,2508418,z,2.7305
11458,2508806,z,4.5515
11459,2508925,z,2.8915
11460,2509028,z,2.5455
11461,2509117,i,0.743
11462,2509266,z,1.6505
11463,2509635,z,3.195
11464,250967,z,2.676
11465,2509833,z,3.224
11466,2510073,z,3.6315
11467,2510156,z,1.0475
11468,2510423,z,1.1595
11469,2510746,i,0.805
11470,2510867,z,0.8785
11471,2510931,i,0.6995
11472,2510995,z,0.5365
11473,2511134,z,1.604
11474,2511224,z,3.1575
11475,2511257,i,0.9885
11476,2511317,z,0.6635
11477,2511319,z,3.6755
11478,251135,z,0.5365
11479,251151,z,3.473
11480,2511760,z,0.736
11481,2511826,z,3.2875
11482,2512061,z,0.9565
11483,2512144,z,2.1375
11484,2512532,z,1.1165
11485,2512776,i,0.471
11486,2512929,z,3.8605
11487,2513245,z,4.527
11488,2513314,i,0.7155
11489,2513332,z,0.7385
11490,2513385,z,0.8085
11491,2513434,i,1.508
11492,2513937,z,1.752
11493,2514121,z,3.502
11494,2514250,z,3.9005
11495,2514257,z,2.0915
11496,2514456,z,4.9845
11497,2514469,z,1.35
11498,2514610,z,1.457
11499,2514617,z,2.7745
11500,2514686,z,0.7065
11501,2514799,z,2.4835
11502,2514852,z,3.765
11503,2514869,r,0.8685
11504,2514886,i,0.5205
11505,2514997,i,0.5895
11506,2515073,i,1.787
11507,25151,z,3.3625
11508,2515171,r,0.353
11509,2515443,z,3.2575
11510,2515705,z,2.42
11511,2515748,z,0.875
11512,2515771,z,1.692
11513,2515777,z,0.635
11514,2515795,i,0.858
11515,2515938,z,0.6475
11516,2516026,z,0.594
11517,2516198,z,0.957
11518,2516305,z,0.4275
11519,2516867,z,3.347
11520,2517318,z,0.5355
11521,2517356,z,3.1325
11522,2517414,i,0.788
11523,2517654,z,1.7785
11524,251766,z,3.061
11525,251771,z,0.5545
11526,2517766,z,1.058
11527,2517911,z,0.5265
11528,2518071,z,4.3735
11529,25184,z,1.2145
11530,2518613,z,0.9235
11531,2519014,z,0.719
11532,2519052,z,1.6375
11533,2519087,z,0.503
11534,2519156,z,0.9755
11535,2519208,z,1.1855
11536,251963,i,0.8345
11537,2519654,i,0.9435
11538,2519680,i,0.503
11539,2519692,i,0.9835
11540,2519771,z,2.1625
11541,2519828,z,1.127
11542,2519976,z,2.909
11543,2520032,z,0.47
11544,2520234,z,2.2685
11545,252030,z,1.2115
11546,2520340,z,1.0505
11547,2520398,z,0.6575
11548,25205,i,0.467
11549,2520626,z,0.6335
11550,2520694,z,1.258
11551,2520829,z,1.255
11552,2520876,z,1.599
11553,2521149,z,0.667
11554,2521235,i,0.7835
11555,2521335,z,0.5785
11556,252144,z,2.081
11557,2521677,z,1.6
11558,2521736,z,0.6355
11559,2521746,i,0.4
11560,2521752,i,0.454
11561,2521911,z,1.109
11562,2521990,z,1.5
11563,2521999,z,2.0365
11564,2522065,i,0.625
11565,2522099,z,3.017
11566,25221,z,0.899
11567,2522266,z,0.6725
11568,2522456,z,3.3775
11569,2522483,z,2.1295
11570,2522550,z,1.169
11571,252291,z,3.411
11572,2523097,z,2.7965
11573,2523119,z,1.074
11574,252338,i,0.5465
11575,2523386,z,1.0165
11576,2523409,z,3.927
11577,2523430,i,0.667
11578,2523991,z,0.819
11579,2524183,z,0.64
11580,2524321,r,0.8725
11581,2524327,z,0.531
11582,252439,z,0.6125
11583,2524484,i,0.8295
11584,2524562,z,1.6765
11585,2524720,r,1.2635
11586,2525523,z,0.8455
11587,2525666,z,1.2085
11588,2525831,z,2.964
11589,2525847,z,1.452
11590,252585,z,1.0685
11591,2525957,z,0.849
11592,2526066,z,2.3775
11593,2526401,z,4.265
11594,252649,z,0.752
11595,2526490,z,1.131
11596,2526521,z,0.536
11597,2526985,z,0.999
11598,2527378,z,1.627
11599,252739,z,1.8925
11600,2527407,z,1.7885
11601,2527410,i,0.3575
11602,2527510,z,3.315
11603,2527557,z,0.906
11604,2527559,z,1.3145
11605,2527584,z,2.6505
11606,2527604,i,0.673
11607,2527644,z,3.9235
11608,2527829,z,3.025
11609,2528013,z,1.0065
11610,2528078,z,4.0965
11611,2528162,z,1.1555
11612,2528234,z,0.996
11613,2528256,z,0.8325
11614,2528436,z,0.63
11615,2528489,z,1.9105
11616,2528555,z,0.648
11617,2528730,z,1.3945
11618,2528900,z,3.7195
11619,2529001,z,3.53
11620,2529122,r,0.576
11621,2529312,z,0.6245
11622,2529518,i,1.1495
11623,2529678,z,0.778
11624,2529680,z,2.6875
11625,2529726,i,0.498
11626,2530512,z,1.018
11627,2530603,z,1.7065
11628,2530694,g,0.755
11629,2530847,z,3.692
11630,2530901,z,3.5095
11631,2530936,i,0.863
11632,2530948,z,2.877
11633,2531145,i,0.764
11634,2531528,z,2.7835
11635,2531681,z,3.249
11636,2531839,z,3.0455
11637,2531845,z,0.962
11638,2532258,z,0.919
11639,2532432,z,1.0735
11640,253250,z,42.2215
11641,2532591,z,2.9
11642,253302,z,1.041
11643,2533030,g,1.0665
11644,2533277,z,0.947
11645,253364,z,0.9395
11646,2533773,z,3.081
11647,253378,z,0.7405
11648,2533804,z,0.916
11649,2534097,z,2.617
11650,2534268,z,3.7525
11651,2534281,z,0.4835
11652,253435,z,3.287
11653,2534353,z,0.5765
11654,2534397,z,2.8585
11655,2534406,z,0.8835
11656,2534486,i,0.7705
11657,2534613,r,0.716
11658,2534750,z,1.8605
11659,2534797,z,3.164
11660,2534867,z,0.971
11661,2534998,z,1.2565
11662,2535118,i,0.9205
11663,2535133,i,0.919
11664,2535174,z,1.346
11665,2535304,z,0.776
11666,2535424,z,0.7915
11667,2535770,z,2.8315
11668,2535870,z,0.806
11669,2536148,z,0.702
11670,2536513,i,0.744
11671,2536544,z,0.671
11672,2536605,z,2.7605
11673,2536638,r,1.2145
11674,2536758,z,0.5945
11675,2536996,z,0.4675
11676,2537116,z,2.8525
11677,2537310,z,2.93
11678,2537333,i,1.904
11679,25378,z,0.554
11680,2537858,z,0.8105
11681,2537910,z,0.8705
11682,2537962,i,1.0415
11683,2537970,z,2.666
11684,253811,z,0.9505
11685,2538307,z,0.679
11686,2538323,i,0.752
11687,253839,r,0.4295
11688,2538709,z,2.2175
11689,2538771,z,1.2285
11690,2538794,z,3.3235
11691,2539247,z,2.074
11692,2539276,z,0.906
11693,2539353,z,3.852
11694,2539551,z,1.593
11695,253966,z,1.0525
11696,2539819,z,2.7885
11697,2540109,g,2.346
11698,2540129,z,0.842
11699,254022,z,0.8615
11700,2540494,z,2.316
11701,2540801,z,0.6075
11702,2540921,i,0.9365
11703,2540954,z,1.2125
11704,2541074,z,0.7595
11705,2541134,z,3.047
11706,2541208,z,2.8955
11707,254153,z,2.175
11708,2541566,z,2.9995
11709,2542064,i,0.524
11710,254227,z,0.775
11711,2542329,z,3.893
11712,2542364,z,2.0145
11713,2542365,z,0.9605
11714,2542488,z,1.752
11715,254251,z,1.314
11716,2542695,i,1.996
11717,2542704,z,1.5605
11718,2542821,z,1.748
11719,2543011,z,1.7565
11720,2543110,r,0.697
11721,2543116,z,1.024
11722,2543191,z,0.7745
11723,2543219,z,0.643
11724,2543293,z,0.8725
11725,2543315,i,0.7025
11726,254351,z,1.024
11727,2543571,z,0.6605
11728,254378,z,1.082
11729,2544365,i,2.107
11730,2544433,i,0.448
11731,254465,g,1.01
11732,2544704,z,1.466
11733,2545084,z,3.6785
11734,2545405,z,1.455
11735,2545643,z,3.0545
11736,2545732,z,2.0535
11737,2545734,i,0.517
11738,25458,i,0.931
11739,2545907,z,2.3405
11740,2546139,z,1.8625
11741,2546247,z,2.8315
11742,2546296,z,2.7525
11743,2546693,i,0.628
11744,2546972,z,0.662
11745,2547094,z,2.7485
11746,2547384,z,0.9475
11747,2547903,z,0.568
11748,2547917,z,2.7295
11749,2548062,i,0.4775
11750,2548142,z,4.091
11751,254819,z,1.728
11752,2548193,z,1.5505
11753,2548256,z,3.5895
11754,2548258,z,0.539
11755,2548340,z,1.1835
11756,2548406,z,1.127
11757,2548635,z,4.2
11758,2548743,z,1.827
11759,2549070,i,0.921
11760,2549235,z,3.856
11761,2549344,r,0.735
11762,2549642,z,1.3125
11763,2549785,z,4.03
11764,2549823,z,1.2405
11765,2549864,i,0.5745
11766,2549934,r,0.812
11767,2549959,z,0.9075
11768,2550146,r,1.1485
11769,2550324,z,2.811
11770,2550433,z,1.5185
11771,2550453,z,0.8465
11772,2550532,z,0.6405
11773,2550778,z,0.9755
11774,2551045,z,0.71
11775,2551052,z,1.188
11776,2551122,r,1.518
11777,2551136,z,2.9695
11778,25512,z,0.6825
11779,2551347,z,0.8455
11780,2551404,z,2.3635
11781,2551482,z,3.5115
11782,2551659,z,1.287
11783,2551756,i,0.2925
11784,2552140,z,1.893
11785,2552243,i,0.5435
11786,2552293,i,0.564
11787,2552309,z,0.934
11788,2552360,z,0.5695
11789,2552388,g,1.31
11790,2552914,z,3.241
11791,2553341,z,3.863
11792,255348,z,4.257
11793,2553504,z,2.1585
11794,2553997,z,1.821
11795,2554014,z,1.0795
11796,2554152,z,2.637
11797,2554212,z,4.755
11798,2554220,z,0.398
11799,2554367,z,2.879
11800,2554397,z,3.292
11801,2554443,z,1.0225
11802,255451,z,0.9095
11803,255453,z,2.283
11804,2554641,z,2.3765
11805,2554654,z,2.863
11806,2554765,z,3.19
11807,2554798,z,0.777
11808,2555100,z,0.689
11809,2555129,z,0.7195
11810,25552,z,0.5175
11811,2555319,z,0.915
11812,2555605,r,2.566
11813,2555733,z,0.639
11814,2556042,z,3.3585
11815,2556124,z,3.3775
11816,2556247,z,4.3895
11817,255627,z,2.1585
11818,2556282,z,2.7115
11819,2556505,z,0.8995
11820,2556507,i,0.403
11821,2556672,z,1.1245
11822,2557257,z,1.195
11823,2557356,z,2.479
11824,2557547,r,0.9385
11825,255755,i,0.514
11826,2557559,z,0.933
11827,2557668,i,1.387
11828,2557716,z,0.7655
11829,255797,z,1.757
11830,2558682,g,1.7575
11831,2558885,z,1.114
11832,2558916,i,1.335
11833,2559191,z,0.883
11834,255925,i,0.6535
11835,2559279,z,2.8315
11836,2559316,z,1.1335
11837,2559397,z,2.1715
11838,2559657,z,1.062
11839,2559897,z,3.78
11840,2560721,z,2.544
11841,2560805,z,2.4175
11842,2560878,z,0.7125
11843,2560894,i,1.2395
11844,2561338,z,1.794
11845,2561380,z,0.8275
11846,2561448,z,3.472
11847,2561484,z,0.913
11848,256156,i,0.627
11849,2561922,z,0.649
11850,256205,z,0.497
11851,2562146,z,3.6115
11852,2562954,z,0.731
11853,2562971,z,1.143
11854,256299,z,3.7735
11855,2563188,z,1.645
11856,2563298,i,0.4475
11857,2563437,r,0.5685
11858,2563514,z,1.2585
11859,2563668,z,0.739
11860,2563748,z,5.9695
11861,2563840,z,2.6685
11862,2563999,i,0.6235
11863,2564096,z,1.0055
11864,2564275,z,2.3575
11865,2564288,z,0.952
11866,2564474,z,0.7725
11867,256457,z,1.389
11868,2564596,z,1.811
11869,2564698,z,2.7865
11870,2564707,z,4.993
11871,2564727,z,1.8225
11872,2564730,r,2.9335
11873,2564819,z,0.6875
11874,2564826,z,2.2405
11875,2564878,r,1.0955
11876,2565291,z,2.924
11877,2565329,r,0.4895
11878,2565387,z,2.655
11879,2565395,z,1.007
11880,2565881,z,0.848
11881,2566050,z,3.348
11882,256609,z,0.6145
11883,2566188,z,1.3745
11884,2566398,r,0.5655
11885,2566476,z,3.225
11886,2566606,z,1.47
11887,2566768,i,4.642
11888,2566815,i,0.8985
11889,2566864,i,0.4895
11890,2567091,z,1.845
11891,2567240,z,1.426
11892,2567297,i,0.665
11893,256779,z,1.696
11894,2567793,z,0.76
11895,2567868,i,0.8195
11896,2568071,z,0.748
11897,2568080,z,1.24
11898,256858,i,0.4255
11899,2568635,u,1.9935
11900,2568726,z,0.675
11901,2568932,z,4.2825
11902,256926,z,0.579
11903,2569345,r,0.582
11904,2569352,z,2.518
11905,2569558,i,0.658
11906,2569793,z,3.1505
11907,2570111,z,0.735
11908,257025,i,0.5085
11909,2570305,z,2.657
11910,2570463,i,0.7815
11911,2570478,z,1.238
11912,2570740,z,1.055
11913,2570850,z,2.326
11914,2570941,z,0.806
11915,2571217,z,0.956
11916,2571406,i,0.4615
11917,2571444,i,0.7975
11918,2572135,z,3.188
11919,2572298,z,0.9725
11920,2572521,z,3.767
11921,2572689,z,1.259
11922,2572843,z,1.331
11923,2573007,z,1.9465
11924,257304,z,0.743
11925,2573235,z,1.0845
11926,2573287,r,2.8415
11927,2573383,z,1.597
11928,2573587,z,3.4125
11929,2574127,z,1.8245
11930,2574129,z,1.211
11931,2574460,z,1.1445
11932,2575243,z,0.5875
11933,2575473,z,0.7025
11934,2575810,z,2.492
11935,2575837,z,3.1685
11936,2575849,z,1.3745
11937,2576126,z,0.569
11938,2576516,z,4.349
11939,2576550,z,2.0405
11940,2576557,z,1.336
11941,2576961,i,0.525
11942,2577220,z,1.5925
11943,2577242,z,1.865
11944,2577285,z,0.7075
11945,257732,z,1.126
11946,2577409,i,0.71
11947,2577512,r,1.1975
11948,2577561,z,4.8105
11949,2577718,i,2.476
11950,2577765,z,0.8725
11951,2577911,z,3.777
11952,2577933,z,0.4255
11953,257820,i,0.4765
11954,2578461,z,2.7905
11955,257870,i,0.683
11956,2578783,z,0.7295
11957,2578827,z,0.7195
11958,2579073,z,1.5705
11959,2579102,r,0.901
11960,2579110,i,0.57
11961,2579128,r,0.461
11962,2579221,z,3.2145
11963,2579480,z,2.7965
11964,2579504,z,0.908
11965,2579554,z,0.4075
11966,2579610,z,1.185
11967,2579626,z,1.2235
11968,2579795,z,3.1495
11969,2579888,z,0.722
11970,2579933,z,2.621
11971,2579983,z,0.5855
11972,2580251,z,0.7005
11973,2580317,z,0.931
11974,2580324,z,0.894
11975,2580462,z,0.775
11976,2580634,z,1.871
11977,258067,z,1.9905
11978,2581250,z,3.069
11979,2581386,z,3.2275
11980,2581442,r,0.802
11981,2581544,i,0.82
11982,2581652,z,1.0095
11983,2581891,z,3.5615
11984,2582219,i,0.655
11985,2582316,g,0.887
11986,2582415,z,1.5545
11987,2582507,z,3.6475
11988,2582593,z,3.0155
11989,2582712,z,3.2455
11990,2583035,z,2.9685
11991,2583335,z,1.7685
11992,2583552,z,2.19
11993,2583770,z,0.89
11994,2584193,z,0.8045
11995,2584762,z,1.255
11996,2584775,z,1.0935
11997,258494,z,0.7945
11998,2584953,z,1.3625
11999,2585013,z,1.226
12000,2585077,i,0.5525
12001,2585096,i,0.67
12002,2585217,z,3.577
12003,2585565,z,0.709
12004,258611,z,2.5225
12005,2586188,z,0.608
12006,2586480,z,3.5065
12007,258651,z,3.0045
12008,2586570,z,0.9715
12009,2586614,z,3.734
