,ID,Color,Amplitude
24891,3862589,g,0.5585
24892,3862700,z,1.3835
24893,3862779,z,1.108
24894,3862913,z,2.655
24895,3862948,i,0.8705
24896,3863129,z,1.0845
24897,3863193,z,3.6515
24898,3863290,z,1.4965
24899,3863294,g,2.257
24900,3863435,z,1.0855
24901,3863854,z,1.396
24902,3864044,z,1.657
24903,3864262,z,3.424
24904,3864389,i,1.1415
24905,3864536,z,1.1765
24906,3864763,z,0.557
24907,3864993,z,0.6525
24908,3865190,i,0.8255
24909,3865262,z,2.6945
24910,3865368,z,1.8945
24911,386550,z,1.908
24912,3865600,z,1.459
24913,3865902,z,4.516
24914,3865907,z,4.1805
24915,3866004,z,3.6835
24916,3866220,z,0.9615
24917,3866223,z,1.13
24918,3866343,z,0.7955
24919,3866376,z,4.054
24920,3866753,z,2.5335
24921,3866787,z,3.3335
24922,3867070,z,0.62
24923,3867351,z,3.1435
24924,3867529,z,4.087
24925,3867708,z,0.7
24926,3867743,i,0.669
24927,3867775,z,3.383
24928,3867831,i,0.721
24929,3867875,z,1.7565
24930,3868088,z,3.3395
24931,3868099,i,0.8525
24932,3868120,z,2.6005
24933,3868195,z,0.8725
24934,3868464,i,1.3955
24935,3868565,i,1.0255
24936,3869019,z,1.9485
24937,386923,z,1.0015
24938,3869230,g,0.322
24939,3869321,z,2.6685
24940,3869323,z,1.684
24941,3869331,z,0.812
24942,3869472,z,0.6505
24943,3869494,z,1.1105
24944,3869577,z,0.74
24945,3869664,i,0.8785
24946,3870046,z,0.9835
24947,3870067,i,0.4315
24948,3870125,z,1.112
24949,3870173,z,3.6135
24950,3870481,z,1.404
24951,3870484,z,0.695
24952,3870573,i,0.618
24953,3870595,z,2.9255
24954,3870879,i,2.2425
24955,3870994,z,0.5745
24956,3871226,i,0.5725
24957,3871254,z,3.9775
24958,3871712,z,0.923
24959,3871916,z,0.602
24960,3871936,z,0.632
24961,3871948,z,0.6975
24962,3872028,r,1.141
24963,3872277,u,2.4695
24964,3872509,i,0.9085
24965,3872864,z,1.403
24966,3872961,z,1.096
24967,3872965,z,7.847
24968,3873070,z,0.986
24969,3873104,i,0.6715
24970,3873116,z,0.4285
24971,3873430,z,3.0825
24972,3873581,z,1.8825
24973,3873847,z,0.2895
24974,387410,z,0.9905
24975,3874174,z,0.683
24976,3874583,z,1.0695
24977,3874602,z,3.055
24978,3874813,z,1.164
24979,3875287,z,2.8575
24980,3875324,z,1.8795
24981,3875362,z,3.2725
24982,3875386,z,0.6465
24983,3875864,r,0.498
24984,3876006,z,1.3215
24985,3876098,r,0.4945
24986,387642,z,2.6635
24987,3876456,z,1.294
24988,3876491,z,1.297
24989,3876572,z,0.8375
24990,3876675,z,0.6075
24991,3876992,z,0.4555
24992,3877214,z,1.871
24993,3877606,z,1.135
24994,3877619,z,1.503
24995,3877665,i,0.4785
24996,3877721,z,0.8
24997,3877788,z,1.7375
24998,3877863,i,0.9875
24999,3878090,r,0.8045
25000,387824,z,0.9075
25001,3878273,z,0.906
25002,3878439,r,0.4885
25003,3878544,z,2.5865
25004,3878697,z,2.791
25005,387896,z,1.093
25006,3879083,r,0.539
25007,3879234,z,3.607
25008,3879601,z,0.8705
25009,3879606,i,0.6545
25010,3879621,z,3.3715
25011,3879758,z,2.3735
25012,3879902,z,1.038
25013,3880145,z,1.613
25014,3880256,z,0.518
25015,3880483,z,1.9535
25016,3880532,z,2.247
25017,3880820,z,1.633
25018,3881170,z,3.3415
25019,38814,z,0.594
25020,3881401,z,1.065
25021,3881467,z,3.8965
25022,3881481,z,1.64
25023,3881682,i,0.7695
25024,3881922,z,0.748
25025,3881923,r,0.4425
25026,3882026,z,0.5845
25027,3882125,z,1.4455
25028,3882214,r,0.957
25029,3882218,i,0.4635
25030,3882227,z,1.1025
25031,3882240,z,0.738
25032,388243,z,0.655
25033,3882458,z,1.6855
25034,3882479,i,0.774
25035,388251,z,1.4365
25036,3882540,r,0.626
25037,3882689,z,3.1015
25038,3882725,z,1.624
25039,3882888,z,3.6605
25040,3883384,z,2.908
25041,3883423,z,1.4965
25042,3883427,z,2.608
25043,3883498,z,3.283
25044,3883675,i,2.931
25045,3883852,z,1.3785
25046,3884064,z,0.4115
25047,3884175,r,0.8245
25048,3884234,z,2.193
25049,3884357,z,3.662
25050,3884441,i,0.6395
25051,388469,i,0.679
25052,3884723,g,1.598
25053,3884730,z,0.836
25054,3884735,z,1.729
25055,3884750,z,1.26
25056,388504,z,1.011
25057,3885266,z,1.063
25058,3885340,z,2.3225
25059,3885764,z,0.8125
25060,3885834,z,3.095
25061,3886310,z,0.7435
25062,3886360,z,3.4125
25063,3887106,z,3.7145
25064,3887301,z,0.709
25065,3888440,z,1.1255
25066,3888561,z,40.679
25067,3888566,z,1.119
25068,3888589,z,3.43
25069,3889238,z,1.9155
25070,3889393,z,4.327
25071,3889500,z,2.015
25072,3889585,z,2.4455
25073,388961,z,1.2855
25074,388990,z,0.5325
25075,3890080,i,0.577
25076,3890125,z,0.465
25077,3890154,z,4.401
25078,3890458,z,1.43
25079,3890575,z,3.4365
25080,389058,r,0.8885
25081,3890580,z,0.886
25082,3890828,z,3.2875
25083,3890907,z,3.609
25084,3891208,z,0.815
25085,3891336,g,2.0655
25086,3891431,z,3.765
25087,3891571,z,1.0295
25088,3891653,z,1.006
25089,3891783,i,0.476
25090,3891839,z,0.785
25091,3891950,z,0.9705
25092,3892246,z,0.5425
25093,3892278,z,0.6625
25094,3892302,z,1.0245
25095,3892324,i,4.135
25096,389245,i,2.187
25097,3892616,z,1.482
25098,3892635,z,0.6455
25099,3892736,z,2.894
25100,3892861,z,1.23
25101,3893232,z,0.6135
25102,3893419,z,2.065
25103,3893533,z,3.6025
25104,389355,r,0.5105
25105,3893670,z,1.118
25106,3894007,z,2.912
25107,389408,z,1.7565
25108,3894286,z,0.7735
25109,3894418,z,0.712
25110,3894435,z,1.974
25111,3895408,z,1.5975
25112,3895456,z,5.559
25113,3895520,z,0.884
25114,3895992,z,3.467
25115,3896154,z,3.9785
25116,3896182,z,2.9535
25117,3896264,z,1.142
25118,3896326,z,4.148
25119,3896429,z,0.8855
25120,3896557,z,2.1195
25121,3896740,z,1.558
25122,3896939,z,0.9345
25123,3896975,z,1.495
25124,3897001,z,1.274
25125,389704,z,1.183
25126,3897074,z,0.767
25127,3897160,z,0.766
25128,3897442,z,0.724
25129,3897649,z,0.573
25130,3897976,z,0.997
25131,3898082,u,2.997
25132,3898092,z,2.3275
25133,3898133,z,3.366
25134,389821,z,1.385
25135,3898285,i,1.1315
25136,3898362,z,1.82
25137,3898408,z,0.8245
25138,3898488,i,0.4245
25139,3898523,i,1.0705
25140,3898772,i,0.5655
25141,3898833,z,2.6075
25142,3899057,z,1.667
25143,3899155,z,3.449
25144,3899285,z,3.321
25145,3899492,z,0.513
25146,3899751,z,0.5145
25147,3899905,z,4.585
25148,3900026,z,1.205
25149,3900048,z,0.8415
25150,3900055,z,2.626
25151,3900099,z,0.906
25152,3900305,z,0.634
25153,3900324,z,3.326
25154,3900325,r,0.93
25155,390043,z,3.3775
25156,3900551,z,2.863
25157,3900612,z,1.281
25158,3900618,i,0.544
25159,3900752,z,2.5745
25160,3901028,z,2.1565
25161,3901076,z,0.947
25162,3901480,i,0.7075
25163,3901558,z,0.765
25164,3901571,z,0.639
25165,3902064,r,0.6585
25166,3902135,z,2.2085
25167,3902214,i,2.254
25168,3902316,z,1.757
25169,3902468,z,1.115
25170,3902592,z,1.781
25171,3902668,z,0.6515
25172,3902722,z,0.8435
25173,3902732,i,0.697
25174,3902768,z,0.9315
25175,3902901,z,0.8365
25176,3902909,z,0.348
25177,3903018,z,2.5005
25178,3903063,z,3.2265
25179,3903121,z,0.874
25180,3903156,z,3.336
25181,3903185,z,2.0845
25182,3903221,z,2.5915
25183,3903330,z,3.2525
25184,3903508,z,0.752
25185,3904200,i,0.377
25186,3904392,z,1.656
25187,3904487,i,1.4935
25188,3904491,z,1.2945
25189,3904710,z,5.095
25190,3904818,r,0.669
25191,3905089,r,0.74
25192,3905131,z,0.6425
25193,3905362,i,0.5415
25194,3905553,z,2.331
25195,3905600,z,3.3865
25196,390561,z,0.9265
25197,3905651,z,0.673
25198,3905660,z,3.079
25199,3905681,z,1.047
25200,390571,z,3.501
25201,3905973,z,0.7585
25202,3906015,z,3.0
25203,390602,z,1.212
25204,3906079,z,3.487
25205,3906127,z,1.6365
25206,3906151,z,0.995
25207,390622,z,2.9465
25208,3906383,z,0.7255
25209,3906416,z,1.9415
25210,3906503,z,0.535
25211,3906657,z,0.5275
25212,3906849,z,1.585
25213,3906856,z,2.1895
25214,3906981,z,3.8885
25215,390704,r,0.5405
25216,3907115,z,3.895
25217,3907357,z,1.033
25218,3907429,z,4.4365
25219,3907591,z,2.0085
25220,3907725,z,3.7715
25221,3907766,z,3.106
25222,390784,z,0.6555
25223,3908140,i,0.853
25224,3908151,z,0.688
25225,3908160,r,0.597
25226,3908255,z,3.499
25227,3908750,z,3.6325
25228,390880,z,0.7895
25229,3908879,i,0.6225
25230,3909035,z,3.27
25231,3909101,z,0.4575
25232,3909213,z,2.921
25233,390928,z,0.5385
25234,3909301,i,0.555
25235,3909346,z,0.9415
25236,3909370,z,0.6235
25237,3909377,z,0.8275
25238,3909384,z,0.987
25239,3909487,z,1.4905
25240,3909616,z,2.2595
25241,3909792,z,2.8205
25242,3909957,z,1.2965
25243,3909975,z,1.6675
25244,3910084,i,0.6925
25245,3910111,i,1.745
25246,3910146,i,0.612
25247,3910312,z,0.888
25248,3910473,z,0.672
25249,3910533,z,1.486
25250,3910574,z,1.5145
25251,3910644,i,0.542
25252,3910704,z,2.3535
25253,3910794,z,3.2775
25254,3910934,z,3.188
25255,3910958,z,2.1345
25256,3910978,z,3.2085
25257,3911193,z,0.749
25258,3911304,z,3.173
25259,391220,z,1.4125
25260,3912438,i,0.95
25261,3912822,z,0.589
25262,3912840,z,3.1335
25263,3912887,z,2.8675
25264,3913074,z,1.178
25265,3913099,z,2.3825
25266,3913866,z,0.781
25267,3914253,r,0.7715
25268,3914478,z,5.3115
25269,3914513,z,2.9085
25270,3915143,z,3.784
25271,3915191,r,0.7755
25272,3915225,r,0.5625
25273,3915434,z,0.946
25274,3915610,z,2.635
25275,3915693,z,0.736
25276,3915901,z,1.8515
25277,3915952,z,2.5925
25278,3916128,z,1.3185
25279,391615,z,0.6045
25280,3916268,z,2.474
25281,3916305,i,1.103
25282,3916393,z,0.5455
25283,3916457,z,3.2295
25284,3916601,z,0.567
25285,3917222,z,0.6895
25286,3917693,z,3.5325
25287,3917840,z,2.3545
25288,3917884,z,1.049
25289,3918418,z,3.3925
25290,3918474,i,0.4945
25291,3918643,z,0.9395
25292,3918668,z,0.9995
25293,3918773,z,2.1005
25294,3918852,z,3.5325
25295,3919073,z,2.9955
25296,3919277,r,0.479
25297,3919825,z,2.705
25298,3919870,z,1.266
25299,3920022,g,1.457
25300,3920051,z,2.845
25301,392010,r,1.268
25302,3920182,z,1.86
25303,3920272,i,0.5005
25304,3920512,z,2.1255
25305,3920780,z,0.7825
25306,3920799,z,0.663
25307,3920920,z,0.7045
25308,3921424,g,0.613
25309,392150,z,2.4045
25310,392158,i,1.0235
25311,3921679,z,0.8215
25312,3921726,z,2.909
25313,3921854,z,2.309
25314,3922109,i,1.7785
25315,3922348,z,1.885
25316,3922524,z,1.801
25317,3922585,i,0.5505
25318,3922643,z,2.113
25319,3922743,z,0.878
25320,3922839,z,3.059
25321,3922871,z,2.6905
25322,3922996,z,3.9845
25323,3923132,z,3.396
25324,3923134,r,0.528
25325,392320,r,0.6585
25326,3923202,z,1.045
25327,3923317,z,0.6065
25328,3923393,z,1.7035
25329,3923436,z,3.3095
25330,3923612,z,3.228
25331,3923964,i,0.8035
25332,3924315,z,0.6675
25333,3924342,i,0.801
25334,3924448,z,2.9035
25335,3924460,r,0.4535
25336,3924499,z,0.673
25337,3924656,z,0.554
25338,3924956,z,4.8255
25339,3925045,r,0.5405
25340,3925185,z,2.923
25341,3925196,i,0.603
25342,3925257,z,1.9865
25343,3925446,z,0.8205
25344,3925669,z,3.757
25345,3925683,z,2.976
25346,392582,z,3.701
25347,3926085,z,1.025
25348,3926101,z,0.866
25349,3926266,z,3.196
25350,3926381,z,0.7285
25351,3926383,z,2.214
25352,3926395,z,3.3945
25353,3926424,z,2.1095
25354,3926449,z,0.6725
25355,3926646,z,0.8085
25356,3926678,r,0.745
25357,3926683,z,0.6965
25358,3926809,z,0.907
25359,3926840,z,3.2075
25360,3926895,z,1.136
25361,3926993,z,3.622
25362,3927123,z,0.807
25363,3927241,z,0.7745
25364,3927318,z,1.6185
25365,3927428,z,0.635
25366,3927590,z,1.4555
25367,3927763,z,2.914
25368,3928116,z,1.6395
25369,3928589,z,0.831
25370,392875,i,0.9405
25371,3928872,z,0.914
25372,3928991,z,2.983
25373,3929318,z,2.686
25374,3929656,i,0.335
25375,3929790,z,1.4665
25376,3929834,z,1.6055
25377,3930052,r,0.9735
25378,3930084,z,3.5365
25379,393011,z,0.7015
25380,3930111,z,1.085
25381,3930143,g,0.493
25382,3930245,z,3.544
25383,3930389,i,0.604
25384,3930410,z,0.8295
25385,3930479,z,3.218
25386,3930789,z,0.9515
25387,393091,z,2.5965
25388,3930922,i,0.7935
25389,3930992,z,3.7015
25390,3931087,i,0.4
25391,3931176,i,2.4325
25392,3931320,z,2.924
25393,3931571,z,0.9565
25394,3931681,z,0.4495
25395,393227,z,3.478
25396,3932492,z,3.6675
25397,3932667,z,1.669
25398,3933253,z,2.981
25399,3933262,z,1.586
25400,3933492,z,3.8065
25401,3933992,r,0.4575
25402,3934242,z,3.2675
25403,3934317,z,0.7965
25404,3934468,z,3.286
25405,3934669,z,0.694
25406,3934817,z,0.729
25407,393489,i,0.571
25408,3935093,z,0.8985
25409,3935334,z,3.6065
25410,3935488,z,4.077
25411,3935539,z,0.8905
25412,3935735,i,1.4525
25413,3935823,z,3.8165
25414,3935872,z,0.7375
25415,3935940,z,1.47
25416,3936250,z,1.608
25417,3936619,r,0.376
25418,393672,z,3.0655
25419,3937002,z,1.9755
25420,3937120,z,2.1755
25421,3937137,z,4.08
25422,3937147,z,3.5065
25423,3937304,i,0.781
25424,3937393,i,0.604
25425,3937426,i,0.525
25426,3937944,i,2.567
25427,3938124,z,3.078
25428,3938163,z,0.6325
25429,3938484,z,0.657
25430,3938571,i,0.427
25431,3938584,i,0.605
25432,3938594,z,3.4405
25433,3938600,z,1.3045
25434,3938741,z,0.7755
25435,3938898,z,2.836
25436,3939005,z,4.34
25437,3939148,z,3.205
25438,3939431,z,1.221
25439,3939435,z,0.787
25440,3939463,z,0.7085
25441,3939687,z,0.598
25442,3939965,z,3.671
25443,3939994,r,0.385
25444,3940260,z,2.3275
25445,3940304,z,0.4515
25446,3940438,z,0.7235
25447,3940599,z,0.7195
25448,3940829,z,0.666
25449,394086,i,0.5545
25450,39410,z,4.233
25451,3941001,z,3.31
25452,3941217,z,3.327
25453,3941423,z,3.7135
25454,3941480,z,4.108
25455,3941602,z,0.762
25456,3941605,i,0.931
25457,3941625,z,1.12
25458,3941785,z,4.0145
25459,3941855,z,3.0815
25460,3942082,z,0.528
25461,3942099,z,1.0875
25462,3942139,i,0.591
25463,3942532,z,3.9885
25464,3942612,z,1.0
25465,3942752,z,1.028
25466,3943274,z,0.5645
25467,394332,z,0.703
25468,3943511,z,3.1635
25469,3943597,r,0.6955
25470,3943659,z,0.8935
25471,3943685,i,0.493
25472,3943732,r,0.7575
25473,3943784,z,2.551
25474,3943841,z,0.9585
25475,3943956,z,0.57
25476,3944028,r,1.435
25477,3944040,z,1.5125
25478,3944382,z,3.9085
25479,3944456,z,3.067
25480,3944719,z,1.4165
25481,3944837,z,0.5725
25482,3945079,z,1.488
25483,3945107,z,1.8295
25484,3945451,r,0.7825
25485,3945452,z,0.584
25486,3945752,z,3.4675
25487,3946415,z,0.4565
25488,3946433,z,4.681
25489,3946479,i,0.6475
25490,3946550,z,3.2565
25491,3946571,z,1.052
25492,3946831,z,3.961
25493,3947319,g,0.614
25494,3947455,z,2.1925
25495,3947661,z,2.668
25496,394803,z,0.636
25497,3948032,z,0.4965
25498,3948050,i,2.1575
25499,394818,z,1.8785
25500,3948240,i,0.846
25501,3948315,z,3.611
25502,3948389,z,1.243
25503,394856,z,1.7565
25504,3948602,r,0.6575
25505,3949094,z,1.758
25506,3949421,z,2.29
25507,3949892,z,0.9285
25508,3949927,z,2.513
25509,3949976,z,3.799
25510,3950158,i,0.638
25511,3950183,z,0.592
25512,3950223,z,0.683
25513,3950363,z,0.5005
25514,3950433,z,3.225
25515,3950443,z,1.556
25516,3950682,z,0.549
25517,3950826,g,0.3285
25518,3950832,z,4.9115
25519,3951252,i,0.523
25520,3951357,z,1.1005
25521,3951387,z,1.825
25522,3951504,z,1.267
25523,3951925,z,2.6955
25524,3952016,z,0.9295
25525,3952055,z,0.964
25526,3952096,z,1.897
25527,3952241,z,1.33
25528,3952412,z,1.761
25529,3952430,z,3.25
25530,3952456,z,2.9565
25531,3952515,z,1.875
25532,3952872,z,3.5315
25533,3952916,z,1.066
25534,3952975,i,0.5515
25535,3953077,z,1.1425
25536,3953162,i,0.5475
25537,3953314,z,0.937
25538,3953443,z,0.947
25539,3953453,z,0.6255
25540,3953614,z,1.0315
25541,3953640,z,0.446
25542,3953655,z,0.8395
25543,3953823,z,2.12
25544,3953954,i,1.809
25545,3954107,z,3.365
25546,3954136,z,1.2205
25547,3954175,i,0.5815
25548,3954200,z,2.7765
25549,395439,z,0.499
25550,3954585,z,2.3605
25551,3954686,z,3.2225
25552,3954710,z,0.5515
25553,3954867,z,3.048
25554,3955197,i,0.5025
25555,3955205,z,0.7205
25556,3955254,z,3.835
25557,3955260,z,4.219
25558,3955501,z,1.814
25559,3955580,z,0.445
25560,3955602,z,1.91
25561,3955930,z,1.6705
25562,3955931,z,1.199
25563,3956106,i,0.5795
25564,3956446,z,2.668
25565,3956531,i,0.712
25566,3956808,z,1.6855
25567,3957429,z,3.2755
25568,3957434,z,3.4675
25569,3957450,z,0.9895
25570,3957697,z,0.6265
25571,3957763,i,1.2125
25572,3957921,i,0.593
25573,395798,i,0.662
25574,3958251,z,0.8615
25575,3958253,z,1.4105
25576,3958668,z,0.6825
25577,3958800,z,0.7955
25578,3958875,z,0.42
25579,3959157,z,1.233
25580,3959247,g,0.765
25581,3959404,z,0.57
25582,3959450,i,0.7355
25583,3959688,z,1.0935
25584,3959771,z,1.724
25585,3960042,z,0.7445
25586,3960318,z,3.418
25587,3960598,i,0.5665
25588,396102,i,0.718
25589,3961061,z,3.9255
25590,3961417,z,3.5665
25591,3961493,z,1.409
25592,3961849,z,2.1645
25593,3961907,z,0.5825
25594,3962068,z,1.09
25595,3962093,z,0.701
25596,3962421,z,5.466
25597,3962534,i,0.7525
25598,3962844,z,2.468
25599,3962852,i,1.854
25600,3963102,z,1.4655
25601,3963135,z,0.848
25602,3963240,z,3.6715
25603,3963248,z,0.4755
25604,3963443,i,0.5355
25605,3963462,z,2.9815
25606,3963684,z,3.863
25607,3963953,z,5.0895
25608,3964119,z,1.763
25609,3964154,z,0.6495
25610,396424,z,2.753
25611,3964379,z,0.9485
25612,3964467,r,0.4775
25613,3964586,z,0.6305
25614,3964624,z,3.195
25615,3964630,z,4.0825
25616,3964856,z,1.145
25617,3964956,z,2.8375
25618,3965040,z,0.607
25619,3965193,i,1.4565
25620,3965640,z,0.688
25621,3965715,r,0.801
25622,3965902,z,0.916
25623,3965959,z,1.0465
25624,396622,z,0.987
25625,3966349,z,3.7595
25626,3966466,z,3.045
25627,3966529,i,0.695
25628,3966739,z,0.705
25629,396674,z,1.276
25630,3966890,z,0.6415
25631,3966990,z,3.002
25632,3967052,z,2.088
25633,3967104,z,2.726
25634,396738,z,0.5325
25635,3967474,z,1.8345
25636,3967671,z,2.9355
25637,3967876,z,1.806
25638,3967890,r,0.4735
25639,396799,z,4.6815
25640,3968053,r,0.454
25641,3968337,z,1.572
25642,3968468,z,2.781
25643,3968712,z,0.7475
25644,3968759,z,2.002
25645,3968912,z,0.637
25646,3968938,z,2.693
25647,3969256,z,2.207
25648,3969313,z,3.673
25649,3969402,z,2.022
25650,3969474,z,1.0605
25651,3969601,z,0.9755
25652,3969609,z,3.243
25653,3969724,z,1.299
25654,39698,z,3.269
25655,397016,z,3.0395
25656,3970255,z,2.445
25657,3970649,z,3.0125
25658,3970869,i,0.665
25659,3970919,z,3.6385
25660,3970965,z,1.466
25661,3971242,z,1.717
25662,3971290,z,3.143
25663,3971347,z,0.6425
25664,3971377,z,1.9315
25665,3971396,z,0.902
25666,397192,i,0.541
25667,3971929,z,4.1185
25668,3971980,z,1.0115
25669,3972077,r,1.0495
25670,3972117,z,2.121
25671,3972240,z,1.095
25672,3972334,z,3.398
25673,3972516,z,0.8075
25674,3972590,z,0.84
25675,3972623,z,1.2055
25676,3973054,z,1.0915
25677,3973305,z,0.5655
25678,3973470,z,3.0565
25679,3973772,z,0.73
25680,3973834,z,0.7165
25681,3974155,z,3.4935
25682,3974281,z,2.509
25683,3974774,i,1.214
25684,3974906,i,0.4055
25685,3974944,z,0.6275
25686,3974994,z,2.988
25687,3975024,z,2.657
25688,3975288,z,0.5795
25689,3975408,i,0.643
25690,3975420,z,2.9775
25691,3975421,z,3.7625
25692,3975475,i,1.0725
25693,3975537,z,0.728
25694,3975857,z,2.5915
25695,3975952,z,0.761
25696,3976199,z,1.2935
25697,3976235,z,3.505
25698,3976336,z,0.3565
25699,3976745,z,3.818
25700,3976797,z,1.764
25701,3976830,z,0.7245
25702,3977171,z,1.176
25703,3977172,z,1.553
25704,397724,z,3.4145
25705,3977322,z,3.1885
25706,3977391,z,3.5015
25707,3977482,z,2.288
25708,3977696,z,3.829
25709,3977727,i,0.412
25710,3977793,z,3.5345
25711,3977832,z,0.973
25712,3978023,z,2.6325
25713,3978329,i,0.924
25714,3978459,i,0.39
25715,3979183,z,1.7325
25716,3979303,z,0.541
25717,397955,z,1.354
25718,3979933,i,0.477
25719,3980055,z,3.0815
25720,398010,z,1.302
25721,3980164,i,1.0135
25722,3980273,z,1.783
25723,398031,z,3.9665
25724,3980383,z,3.7185
25725,3981215,z,2.468
25726,3981364,z,1.1225
25727,3981434,z,3.8545
25728,3981666,z,1.0895
25729,3981715,z,3.306
25730,3982128,z,2.26
25731,3982247,z,1.5555
25732,3982469,z,4.1055
25733,3982539,z,0.965
25734,398306,z,3.446
25735,3983223,z,2.461
25736,398325,z,2.2535
25737,3983461,z,0.6065
25738,3983536,i,0.566
25739,3984033,z,0.535
25740,398404,z,2.079
25741,3984082,z,3.974
25742,3984171,z,0.909
25743,3984466,i,0.8
25744,3984589,i,0.8205
25745,3985033,z,0.616
25746,3985070,z,3.0935
25747,3985113,z,2.9005
25748,3985410,z,3.046
25749,3985734,z,0.462
25750,3985892,i,0.6085
25751,398599,z,1.937
25752,3986001,r,0.446
25753,3986141,r,0.78
25754,3986224,z,3.5435
25755,3986309,z,1.111
25756,3986366,z,2.8265
25757,398673,z,0.579
25758,3986848,i,0.55
25759,398718,i,1.336
25760,3987305,z,1.02
25761,3987620,i,0.632
25762,3987883,z,0.6425
25763,3988123,z,0.806
25764,3988218,z,1.745
25765,3988395,z,3.5795
25766,398864,z,2.122
25767,3988658,i,0.744
25768,3988713,z,2.2945
25769,3988771,z,1.231
25770,3989152,z,0.5705
25771,3989286,z,0.463
25772,398931,z,1.072
25773,3989384,i,1.742
25774,3989391,z,2.958
25775,3989479,z,1.7055
25776,3989715,i,0.741
25777,3989962,r,0.58
25778,3990232,i,0.697
25779,3990388,z,1.5965
25780,3990854,z,1.933
25781,39909,z,1.307
25782,3991308,z,0.647
25783,3991475,r,0.4705
25784,3991498,r,0.5215
25785,3991589,z,3.131
25786,3991699,z,2.1055
25787,3991828,z,1.1825
25788,3991903,z,1.446
25789,3991959,i,0.839
25790,3991996,z,1.405
25791,3992033,z,1.2975
25792,3992075,z,3.1705
25793,39921,z,4.0405
25794,3992128,z,0.9265
25795,3992742,z,2.8565
25796,3993112,z,1.002
25797,3993158,z,2.9135
25798,3993186,z,3.179
25799,3993224,z,0.4325
25800,399339,z,1.155
25801,399345,z,2.331
25802,3993557,z,0.7915
25803,3993724,i,0.643
25804,3993914,z,1.3795
25805,3994252,z,2.3
25806,3994293,z,2.419
25807,3994311,z,0.497
25808,3994330,r,0.644
25809,3994383,z,1.402
25810,399444,z,0.6675
25811,3994452,z,3.3225
25812,3994746,z,0.788
25813,3994750,i,2.4625
25814,3994763,i,0.9915
25815,3994770,z,3.599
25816,3994921,z,3.151
25817,3995013,z,3.914
25818,3995085,i,2.1875
25819,3995101,z,2.6925
25820,3995192,z,3.2845
25821,3995216,z,2.3535
25822,3995393,z,2.827
25823,3995423,i,0.59
25824,3995447,z,2.7785
25825,3995501,z,0.481
25826,3995917,z,3.4195
25827,3996080,z,1.599
25828,399609,z,1.439
25829,3996207,z,0.6095
25830,399622,z,3.269
25831,3996367,z,3.9965
25832,3996512,z,2.3135
25833,3996597,z,0.5655
25834,3996626,z,1.1355
25835,399708,z,2.689
25836,3997178,z,0.7135
25837,3997379,z,2.702
25838,399753,z,3.1305
25839,3998136,z,3.2625
25840,3998139,z,1.9505
25841,3998206,z,4.3195
25842,3998279,z,3.25
25843,3998380,z,2.7425
25844,3998478,z,3.414
25845,3998498,z,0.6025
25846,3998504,z,0.432
25847,3998581,z,3.513
25848,3998604,i,0.4345
25849,3998746,z,2.64
25850,3999088,z,3.4305
25851,399946,z,0.687
25852,3999629,i,0.738
25853,3999791,i,0.566
25854,3999847,z,3.074
25855,4000205,z,3.051
25856,4000365,z,1.0495
25857,4000476,z,0.6265
25858,4000558,z,0.808
25859,400079,z,3.714
25860,4001079,z,0.954
25861,4001138,z,2.708
25862,4001167,z,3.3355
25863,4001168,z,2.821
25864,4001179,z,1.023
25865,4001201,z,1.8445
25866,4001269,i,0.929
25867,4001415,i,0.715
25868,4001596,z,0.8735
25869,4001602,i,0.6025
25870,4001905,z,0.5285
25871,4002040,z,5.6815
25872,4002093,z,2.665
25873,4002211,i,0.3525
25874,4002393,z,1.1685
25875,4002398,z,0.719
25876,4002473,z,0.449
25877,4002561,z,0.754
25878,400263,z,3.5095
25879,4002683,z,1.0845
25880,4002946,z,0.554
25881,4003004,z,1.062
25882,4003286,z,2.5695
25883,4003682,z,1.713
25884,4003992,z,0.6075
25885,4004005,z,3.842
25886,4004020,g,1.023
25887,4004098,z,0.559
25888,4004301,z,2.671
25889,4004313,z,3.2825
25890,400481,z,5.6275
25891,4004828,i,0.5885
25892,4004892,i,0.5185
25893,4005370,z,2.062
25894,4005553,z,3.8465
25895,4005810,z,1.384
25896,4005918,z,3.1195
25897,4005953,z,0.7365
25898,4006156,z,0.7845
25899,4006230,z,1.1595
25900,4006453,z,0.8235
25901,4006785,z,3.741
25902,4006828,z,1.8125
25903,4006850,z,3.4495
25904,4007077,z,3.6355
25905,4007445,z,1.8295
25906,4007555,i,0.7865
25907,4007575,z,0.911
25908,4007591,z,0.917
25909,4007723,z,1.8495
25910,4007928,z,4.702
25911,40081,z,3.722
25912,4008881,z,1.079
25913,4009186,z,0.71
25914,4009239,z,3.1065
25915,4009241,z,0.656
25916,4009432,z,0.5535
25917,4009478,z,0.881
25918,4009738,z,2.364
25919,4009910,i,0.4745
25920,4009911,z,0.6305
25921,4009959,z,3.0305
25922,4010072,z,1.908
25923,401033,z,0.4155
25924,4010460,z,3.255
25925,4010588,z,0.821
25926,4010713,i,2.634
25927,4011154,z,1.9005
25928,4011448,z,1.2825
25929,4011799,r,0.731
25930,4011854,g,0.4435
25931,4011895,z,0.887
25932,4011986,z,2.4615
25933,4012036,z,1.8965
